srvy_yr;srvy_wve_nm;mode;network;geography;measures;rate;text_rate
2018;nov/18;Total network;Total network;Total network;CMPLNCE_RATE;94.8;94.80%
2018;nov/18;Total network;Total network;Total network;CMPLNCE_RATE_WKEND;94.55;94.55%
2018;nov/18;Total network;Total network;Total network;CMPLNCE_RATE_WKDY;94.85;94.85%
2018;nov/18;Total network;Total network;Total network;CMPLNCE_RATE_WKDY_AM_PEAK;95.64;95.64%
2018;nov/18;Total network;Total network;Total network;CMPLNCE_RATE_WKDY_PM_PEAK;94.87;94.87%
2018;nov/18;Total network;Total network;Total network;CMPLNCE_RATE_WKDY_OFF_PEAK;93.69;93.69%
2018;nov/18;Total network;Total network;Total network;NC_RATE_TTL;5.2;5.20%
2018;nov/18;Total network;Total network;Total network;NC_RATE_WKEND;5.45;5.45%
2018;nov/18;Total network;Total network;Total network;NC_RATE_WKDY;5.15;5.15%
2018;nov/18;Total network;Total network;Total network;NC_RATE_WKDY_AM_PEAK;4.36;4.36%
2018;nov/18;Total network;Total network;Total network;NC_RATE_WKDY_PM_PEAK;5.13;5.13%
2018;nov/18;Total network;Total network;Total network;NC_RATE_WKDY_OFF_PEAK;6.31;6.31%
2018;nov/18;Total network;Total network;Total network;NC_RATE_NO_TCKT_FREE;0.92;0.92%
2018;nov/18;Total network;Total network;Total network;NC_RATE_NO_TCKT_EVDD;3.06;3.06%
2018;nov/18;Total network;Total network;Total network;NC_RATE_NO_TCKT;3.99;3.99%
2018;nov/18;Total network;Total network;Total network;NC_RATE_CNCSSN_MISUSE;1.21;1.21%
2018;nov/18;Train;Train (Total);Train (Total);CMPLNCE_RATE;95.38;95.38%
2018;nov/18;Train;Train (Total);Train (Total);CMPLNCE_RATE_WKEND;94.58;94.58%
2018;nov/18;Train;Train (Total);Train (Total);CMPLNCE_RATE_WKDY;95.53;95.53%
2018;nov/18;Train;Train (Total);Train (Total);CMPLNCE_RATE_WKDY_AM_PEAK;96.02;96.02%
2018;nov/18;Train;Train (Total);Train (Total);CMPLNCE_RATE_WKDY_PM_PEAK;95.99;95.99%
2018;nov/18;Train;Train (Total);Train (Total);CMPLNCE_RATE_WKDY_OFF_PEAK;94.13;94.13%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_TTL;4.62;4.62%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_WKEND;5.42;5.42%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_WKDY;4.47;4.47%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_WKDY_AM_PEAK;3.98;3.98%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_WKDY_PM_PEAK;4.01;4.01%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_WKDY_OFF_PEAK;5.87;5.87%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_NO_TCKT_FREE;0.8;0.80%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_NO_TCKT_EVDD;2.72;2.72%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_NO_TCKT;3.52;3.52%
2018;nov/18;Train;Train (Total);Train (Total);NC_RATE_CNCSSN_MISUSE;1.1;1.10%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);CMPLNCE_RATE;95.56;95.56%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);CMPLNCE_RATE_WKEND;94.92;94.92%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);CMPLNCE_RATE_WKDY;95.69;95.69%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);CMPLNCE_RATE_WKDY_AM_PEAK;96;96.00%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);CMPLNCE_RATE_WKDY_PM_PEAK;96.07;96.07%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);CMPLNCE_RATE_WKDY_OFF_PEAK;94.65;94.65%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_TTL;4.44;4.44%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_WKEND;5.08;5.08%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_WKDY;4.31;4.31%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_WKDY_AM_PEAK;4.0;4.00%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_WKDY_PM_PEAK;3.93;3.93%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_WKDY_OFF_PEAK;5.35;5.35%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_NO_TCKT_FREE;0.76;0.76%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_NO_TCKT_EVDD;2.57;2.57%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_NO_TCKT;3.33;3.33%
2018;nov/18;Train;Sydney Trains;Sydney Trains (Total);NC_RATE_CNCSSN_MISUSE;1.11;1.11%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);CMPLNCE_RATE;93.7;93.70%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);CMPLNCE_RATE_WKEND;91.43;91.43%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);CMPLNCE_RATE_WKDY;94.12;94.12%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);CMPLNCE_RATE_WKDY_AM_PEAK;96.15;96.15%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);CMPLNCE_RATE_WKDY_PM_PEAK;95.17;95.17%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);CMPLNCE_RATE_WKDY_OFF_PEAK;89.5;89.50%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_TTL;6.3;6.30%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_WKEND;8.57;8.57%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_WKDY;5.88;5.88%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_WKDY_AM_PEAK;3.85;3.85%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_WKDY_PM_PEAK;4.83;4.83%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_WKDY_OFF_PEAK;10.5;10.50%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_NO_TCKT_FREE;1.13;1.13%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_NO_TCKT_EVDD;4.12;4.12%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_NO_TCKT;5.25;5.25%
2018;nov/18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_CNCSSN_MISUSE;1.04;1.04%
2018;nov/18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE;94.03;94.03%
2018;nov/18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKEND;94.72;94.72%
2018;nov/18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKDY;93.9;93.90%
2018;nov/18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKDY_AM_PEAK;95.1;95.10%
2018;nov/18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKDY_PM_PEAK;93.25;93.25%
2018;nov/18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKDY_OFF_PEAK;93.04;93.04%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_TTL;5.97;5.97%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_WKEND;5.28;5.28%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_WKDY;6.1;6.10%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_WKDY_AM_PEAK;4.9;4.90%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_WKDY_PM_PEAK;6.75;6.75%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_WKDY_OFF_PEAK;6.96;6.96%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_NO_TCKT_FREE;1.1;1.10%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_NO_TCKT_EVDD;3.5;3.50%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_NO_TCKT;4.6;4.60%
2018;nov/18;Bus;Bus (Total);Bus (Total);NC_RATE_CNCSSN_MISUSE;1.38;1.38%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE;94.24;94.24%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKEND;94.77;94.77%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY;94.14;94.14%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_AM_PEAK;95.48;95.48%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_PM_PEAK;93.47;93.47%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_OFF_PEAK;93.11;93.11%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_TTL;5.76;5.76%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKEND;5.23;5.23%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKDY;5.86;5.86%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKDY_AM_PEAK;4.52;4.52%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKDY_PM_PEAK;6.53;6.53%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKDY_OFF_PEAK;6.89;6.89%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_NO_TCKT_FREE;0.97;0.97%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_NO_TCKT_EVDD;3.53;3.53%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_NO_TCKT;4.5;4.50%
2018;nov/18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_CNCSSN_MISUSE;1.27;1.27%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE;90.54;90.54%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKEND;93.88;93.88%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY;89.93;89.93%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_AM_PEAK;89.01;89.01%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_PM_PEAK;88.75;88.75%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_OFF_PEAK;92.13;92.13%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_TTL;9.46;9.46%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKEND;6.12;6.12%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKDY;10.07;10.07%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKDY_AM_PEAK;10.99;10.99%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKDY_PM_PEAK;11.25;11.25%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKDY_OFF_PEAK;7.87;7.87%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_NO_TCKT_FREE;3.13;3.13%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_NO_TCKT_EVDD;3.07;3.07%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_NO_TCKT;6.2;6.20%
2018;nov/18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_CNCSSN_MISUSE;3.26;3.26%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE;94.12;94.12%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKEND;91.44;91.44%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKDY;95.63;95.63%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKDY_AM_PEAK;96.17;96.17%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKDY_PM_PEAK;95.02;95.02%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKDY_OFF_PEAK;95.76;95.76%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_TTL;5.88;5.88%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKEND;8.56;8.56%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKDY;4.37;4.37%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKDY_AM_PEAK;3.83;3.83%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKDY_PM_PEAK;4.98;4.98%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKDY_OFF_PEAK;4.24;4.24%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_NO_TCKT_FREE;1.32;1.32%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_NO_TCKT_EVDD;3.65;3.65%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_NO_TCKT;4.97;4.97%
2018;nov/18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_CNCSSN_MISUSE;0.91;0.91%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE;94.67;94.67%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKEND;96.01;96.01%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKDY;94.17;94.17%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKDY_AM_PEAK;96.08;96.08%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKDY_PM_PEAK;93.94;93.94%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKDY_OFF_PEAK;92.48;92.48%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_TTL;5.33;5.33%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKEND;3.99;3.99%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKDY;5.83;5.83%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKDY_AM_PEAK;3.92;3.92%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKDY_PM_PEAK;6.06;6.06%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKDY_OFF_PEAK;7.52;7.52%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_NO_TCKT_FREE;0.68;0.68%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_NO_TCKT_EVDD;3.55;3.55%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_NO_TCKT;4.23;4.23%
2018;nov/18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_CNCSSN_MISUSE;1.1;1.10%
2018;nov/18;Train;Sydney Trains;T1 - North Shore Line;CMPLNCE_RATE;96.49;96.49%
2018;nov/18;Train;Sydney Trains;T1 - North Shore Line;NC_RATE_TTL;3.51;3.51%
2018;nov/18;Train;Sydney Trains;T1 - North Shore Line;NC_RATE_NO_TCKT;2.59;2.59%
2018;nov/18;Train;Sydney Trains;T1 - North Shore Line;NC_RATE_CNCSSN_MISUSE;0.91;0.91%
2018;nov/18;Train;Sydney Trains;T1 - Northern Line;CMPLNCE_RATE;96.9;96.90%
2018;nov/18;Train;Sydney Trains;T1 - Northern Line;NC_RATE_TTL;3.1;3.10%
2018;nov/18;Train;Sydney Trains;T1 - Northern Line;NC_RATE_NO_TCKT;2.07;2.07%
2018;nov/18;Train;Sydney Trains;T1 - Northern Line;NC_RATE_CNCSSN_MISUSE;1.04;1.04%
2018;nov/18;Train;Sydney Trains;T1 - Western Line;CMPLNCE_RATE;95.31;95.31%
2018;nov/18;Train;Sydney Trains;T1 - Western Line;NC_RATE_TTL;4.69;4.69%
2018;nov/18;Train;Sydney Trains;T1 - Western Line;NC_RATE_NO_TCKT;3.38;3.38%
2018;nov/18;Train;Sydney Trains;T1 - Western Line;NC_RATE_CNCSSN_MISUSE;1.31;1.31%
2018;nov/18;Train;Sydney Trains;T1 - North Shore, Northern & Western Line;CMPLNCE_RATE;96.16;96.16%
2018;nov/18;Train;Sydney Trains;T1 - North Shore, Northern & Western Line;NC_RATE_TTL;3.84;3.84%
2018;nov/18;Train;Sydney Trains;T1 - North Shore, Northern & Western Line;NC_RATE_NO_TCKT;2.76;2.76%
2018;nov/18;Train;Sydney Trains;T1 - North Shore, Northern & Western Line;NC_RATE_CNCSSN_MISUSE;1.08;1.08%
2018;nov/18;Train;Sydney Trains;T2 - Inner West Line;CMPLNCE_RATE;96.06;96.06%
2018;nov/18;Train;Sydney Trains;T2 - Inner West Line;NC_RATE_TTL;3.91;3.91%
2018;nov/18;Train;Sydney Trains;T2 - Inner West Line;NC_RATE_NO_TCKT;3.36;3.36%
2018;nov/18;Train;Sydney Trains;T2 - Inner West Line;NC_RATE_CNCSSN_MISUSE;0.55;0.55%
2018;nov/18;Train;Sydney Trains;T2 - Leppington Line;CMPLNCE_RATE;94.29;94.29%
2018;nov/18;Train;Sydney Trains;T2 - Leppington Line;NC_RATE_TTL;5.71;5.71%
2018;nov/18;Train;Sydney Trains;T2 - Leppington Line;NC_RATE_NO_TCKT;4.52;4.52%
2018;nov/18;Train;Sydney Trains;T2 - Leppington Line;NC_RATE_CNCSSN_MISUSE;1.19;1.19%
2018;nov/18;Train;Sydney Trains;T2 - Inner West & Leppington Line;CMPLNCE_RATE;95.04;95.04%
2018;nov/18;Train;Sydney Trains;T2 - Inner West & Leppington Line;NC_RATE_TTL;4.96;4.96%
2018;nov/18;Train;Sydney Trains;T2 - Inner West & Leppington Line;NC_RATE_NO_TCKT;4.04;4.04%
2018;nov/18;Train;Sydney Trains;T2 - Inner West & Leppington Line;NC_RATE_CNCSSN_MISUSE;0.92;0.92%
2018;nov/18;Train;Sydney Trains;T3 - Bankstown Line;CMPLNCE_RATE;93.35;93.35%
2018;nov/18;Train;Sydney Trains;T3 - Bankstown Line;NC_RATE_TTL;6.65;6.65%
2018;nov/18;Train;Sydney Trains;T3 - Bankstown Line;NC_RATE_NO_TCKT;4.98;4.98%
2018;nov/18;Train;Sydney Trains;T3 - Bankstown Line;NC_RATE_CNCSSN_MISUSE;1.66;1.66%
2018;nov/18;Train;Sydney Trains;T4 - Eastern Suburbs & Illawarra Line;CMPLNCE_RATE;96.34;96.34%
2018;nov/18;Train;Sydney Trains;T4 - Eastern Suburbs & Illawarra Line;NC_RATE_TTL;3.66;3.66%
2018;nov/18;Train;Sydney Trains;T4 - Eastern Suburbs & Illawarra Line;NC_RATE_NO_TCKT;2.47;2.47%
2018;nov/18;Train;Sydney Trains;T4 - Eastern Suburbs & Illawarra Line;NC_RATE_CNCSSN_MISUSE;1.19;1.19%
2018;nov/18;Train;Sydney Trains;T5 - Cumberland Line;CMPLNCE_RATE;95.14;95.14%
2018;nov/18;Train;Sydney Trains;T5 - Cumberland Line;NC_RATE_TTL;4.86;4.86%
2018;nov/18;Train;Sydney Trains;T5 - Cumberland Line;NC_RATE_NO_TCKT;4.52;4.52%
2018;nov/18;Train;Sydney Trains;T5 - Cumberland Line;NC_RATE_CNCSSN_MISUSE;0.34;0.34%
2018;nov/18;Train;Sydney Trains;T6 - Carlingford Line;CMPLNCE_RATE;90.2;90.20%
2018;nov/18;Train;Sydney Trains;T6 - Carlingford Line;NC_RATE_TTL;9.8;9.80%
2018;nov/18;Train;Sydney Trains;T6 - Carlingford Line;NC_RATE_NO_TCKT;8.68;8.68%
2018;nov/18;Train;Sydney Trains;T6 - Carlingford Line;NC_RATE_CNCSSN_MISUSE;1.12;1.12%
2018;nov/18;Train;Sydney Trains;T7 - Olympic Park Line;CMPLNCE_RATE;95.57;95.57%
2018;nov/18;Train;Sydney Trains;T7 - Olympic Park Line;NC_RATE_TTL;4.43;4.43%
2018;nov/18;Train;Sydney Trains;T7 - Olympic Park Line;NC_RATE_NO_TCKT;3.53;3.53%
2018;nov/18;Train;Sydney Trains;T7 - Olympic Park Line;NC_RATE_CNCSSN_MISUSE;0.9;0.90%
2018;nov/18;Train;Sydney Trains;T8 - Airport & South Line;CMPLNCE_RATE;94.74;94.74%
2018;nov/18;Train;Sydney Trains;T8 - Airport & South Line;NC_RATE_TTL;5.26;5.26%
2018;nov/18;Train;Sydney Trains;T8 - Airport & South Line;NC_RATE_NO_TCKT;4.16;4.16%
2018;nov/18;Train;Sydney Trains;T8 - Airport & South Line;NC_RATE_CNCSSN_MISUSE;1.1;1.10%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Blue Mountains Line;CMPLNCE_RATE;94.88;94.88%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Blue Mountains Line;NC_RATE_TTL;5.12;5.12%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Blue Mountains Line;NC_RATE_NO_TCKT;4.54;4.54%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Blue Mountains Line;NC_RATE_CNCSSN_MISUSE;0.58;0.58%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Central Coast & Newcastle Line;CMPLNCE_RATE;93.74;93.74%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Central Coast & Newcastle Line;NC_RATE_TTL;6.26;6.26%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Central Coast & Newcastle Line;NC_RATE_NO_TCKT;5.27;5.27%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Central Coast & Newcastle Line;NC_RATE_CNCSSN_MISUSE;0.99;0.99%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Hunter Line;CMPLNCE_RATE;86.37;86.37%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Hunter Line;NC_RATE_TTL;13.63;13.63%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Hunter Line;NC_RATE_NO_TCKT;11.73;11.73%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Hunter Line;NC_RATE_CNCSSN_MISUSE;1.9;1.90%
2018;nov/18;Train;NSW TrainLink - Intercity;T - South Coast Line;CMPLNCE_RATE;93.7;93.70%
2018;nov/18;Train;NSW TrainLink - Intercity;T - South Coast Line;NC_RATE_TTL;6.3;6.30%
2018;nov/18;Train;NSW TrainLink - Intercity;T - South Coast Line;NC_RATE_NO_TCKT;4.77;4.77%
2018;nov/18;Train;NSW TrainLink - Intercity;T - South Coast Line;NC_RATE_CNCSSN_MISUSE;1.53;1.53%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Southern Highlands Line;CMPLNCE_RATE;89;89.00%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Southern Highlands Line;NC_RATE_TTL;11;11.00%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Southern Highlands Line;NC_RATE_NO_TCKT;10.11;10.11%
2018;nov/18;Train;NSW TrainLink - Intercity;T - Southern Highlands Line;NC_RATE_CNCSSN_MISUSE;0.9;0.90%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC001;CMPLNCE_RATE;95.06;95.06%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC001;NC_RATE_TTL;4.94;4.94%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC001;NC_RATE_NO_TCKT;3.67;3.67%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC001;NC_RATE_CNCSSN_MISUSE;1.27;1.27%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC002;CMPLNCE_RATE;91.99;91.99%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC002;NC_RATE_TTL;8.01;8.01%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC002;NC_RATE_NO_TCKT;6.08;6.08%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC002;NC_RATE_CNCSSN_MISUSE;1.93;1.93%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC003;CMPLNCE_RATE;94.45;94.45%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC003;NC_RATE_TTL;5.55;5.55%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC003;NC_RATE_NO_TCKT;2.49;2.49%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC003;NC_RATE_CNCSSN_MISUSE;3.06;3.06%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC004;CMPLNCE_RATE;94.65;94.65%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC004;NC_RATE_TTL;4.61;4.61%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC004;NC_RATE_NO_TCKT;4.15;4.15%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC004;NC_RATE_CNCSSN_MISUSE;1.2;1.20%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC005;CMPLNCE_RATE;92.86;92.86%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC005;NC_RATE_TTL;7.14;7.14%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC005;NC_RATE_NO_TCKT;5.67;5.67%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC005;NC_RATE_CNCSSN_MISUSE;1.47;1.47%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC006;CMPLNCE_RATE;94.72;94.72%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC006;NC_RATE_TTL;5.28;5.28%
2018;nov/18;Bus;Sydney Metropolitan Buses;SMBSC006;NC_RATE_NO_TCKT;4.36;4.36%
