srvy_yr;srvy_wve_nm;mode;network;geography;measures;rate;text_rate
2018;May-18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;5.53;5.53%
2018;May-18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;5.07;5.07%
2018;May-18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_NO_TCKT_FREE_95CI_LOWER_LMT;1.77;1.77%
2018;May-18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_NO_TCKT_EVDD_95CI_LOWER_LMT;3.2;3.20%
2018;May-18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_NO_TCKT_95CI_LOWER_LMT;4.92;4.92%
2018;May-18;Train;NSW TrainLink - Intercity;NSW TrainLink - Intercity (Total);NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.89;0.89%
2018;May-18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_95CI_LOWER_LMT;92.59;92.59%
2018;May-18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKEND_95CI_LOWER_LMT;92.58;92.58%
2018;May-18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKDY_95CI_LOWER_LMT;92.47;92.47%
2018;May-18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;92.15;92.15%
2018;May-18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;90.25;90.25%
2018;May-18;Bus;Bus (Total);Bus (Total);CMPLNCE_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;94.09;94.09%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_TTL_95CI_LOWER_LMT;6;6.00%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_WKEND_95CI_LOWER_LMT;4.43;4.43%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_WKDY_95CI_LOWER_LMT;5.99;5.99%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;5.05;5.05%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;6.99;6.99%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;3.94;3.94%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_NO_TCKT_FREE_95CI_LOWER_LMT;2;2.00%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_NO_TCKT_EVDD_95CI_LOWER_LMT;2.33;2.33%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_NO_TCKT_95CI_LOWER_LMT;4.45;4.45%
2018;May-18;Bus;Bus (Total);Bus (Total);NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;1.38;1.38%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_95CI_LOWER_LMT;92.95;92.95%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKEND_95CI_LOWER_LMT;93.26;93.26%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_95CI_LOWER_LMT;92.71;92.71%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;92.39;92.39%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;90.41;90.41%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;94.4;94.40%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_TTL_95CI_LOWER_LMT;5.63;5.63%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKEND_95CI_LOWER_LMT;4.53;4.53%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKDY_95CI_LOWER_LMT;5.66;5.66%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;4.66;4.66%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;6.69;6.69%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;3.49;3.49%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_NO_TCKT_FREE_95CI_LOWER_LMT;1.88;1.88%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_NO_TCKT_EVDD_95CI_LOWER_LMT;2.29;2.29%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_NO_TCKT_95CI_LOWER_LMT;4.21;4.21%
2018;May-18;Bus;Sydney Metropolitan Buses;Sydney Metro Bus (Total);NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;1.24;1.24%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_95CI_LOWER_LMT;87.99;87.99%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKEND_95CI_LOWER_LMT;91.15;91.15%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_95CI_LOWER_LMT;87.28;87.28%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;85.85;85.85%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;84.43;84.43%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);CMPLNCE_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;88.63;88.63%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_TTL_95CI_LOWER_LMT;9.48;9.48%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKEND_95CI_LOWER_LMT;4.97;4.97%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKDY_95CI_LOWER_LMT;9.73;9.73%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;8.3;8.30%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;10.09;10.09%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;8;8.00%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_NO_TCKT_FREE_95CI_LOWER_LMT;3.49;3.49%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_NO_TCKT_EVDD_95CI_LOWER_LMT;2.18;2.18%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_NO_TCKT_95CI_LOWER_LMT;5.83;5.83%
2018;May-18;Bus;Outer Sydney Metro Buses;Outer Sydney Metro Bus (Total);NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;3.37;3.37%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_95CI_LOWER_LMT;92.47;92.47%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKEND_95CI_LOWER_LMT;90.84;90.84%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKDY_95CI_LOWER_LMT;92.49;92.49%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;92.92;92.92%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;91.32;91.32%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);CMPLNCE_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;89.34;89.34%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_TTL_95CI_LOWER_LMT;4.58;4.58%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKEND_95CI_LOWER_LMT;3.94;3.94%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKDY_95CI_LOWER_LMT;4;4.00%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;1.58;1.58%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;2.79;2.79%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;3.82;3.82%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_NO_TCKT_FREE_95CI_LOWER_LMT;0.88;0.88%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_NO_TCKT_EVDD_95CI_LOWER_LMT;2.8;2.80%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_NO_TCKT_95CI_LOWER_LMT;3.91;3.91%
2018;May-18;Ferry;Sydney Ferries;Sydney Ferries (Total);NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.69;0.69%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_95CI_LOWER_LMT;91.83;91.83%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKEND_95CI_LOWER_LMT;91.51;91.51%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKDY_95CI_LOWER_LMT;91.46;91.46%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;91.48;91.48%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;89.95;89.95%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);CMPLNCE_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;90.52;90.52%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_TTL_95CI_LOWER_LMT;6.17;6.17%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKEND_95CI_LOWER_LMT;4.88;4.88%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKDY_95CI_LOWER_LMT;6.16;6.16%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKDY_AM_PEAK_95CI_LOWER_LMT;4.61;4.61%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKDY_PM_PEAK_95CI_LOWER_LMT;5.75;5.75%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_WKDY_OFF_PEAK_95CI_LOWER_LMT;5.45;5.45%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_NO_TCKT_FREE_95CI_LOWER_LMT;0.71;0.71%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_NO_TCKT_EVDD_95CI_LOWER_LMT;4.03;4.03%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_NO_TCKT_95CI_LOWER_LMT;5.08;5.08%
2018;May-18;Light Rail;Sydney Light Rail;Light rail (Total);NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.72;0.72%
2018;May-18;Train;Sydney Trains;T1 - North Shore Line;CMPLNCE_RATE_95CI_LOWER_LMT;95.29;95.29%
2018;May-18;Train;Sydney Trains;T1 - North Shore Line;NC_RATE_TTL_95CI_LOWER_LMT;2.05;2.05%
2018;May-18;Train;Sydney Trains;T1 - North Shore Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.3;1.30%
2018;May-18;Train;Sydney Trains;T1 - North Shore Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.37;0.37%
2018;May-18;Train;Sydney Trains;T1 - Northern Line;CMPLNCE_RATE_95CI_LOWER_LMT;95.49;95.49%
2018;May-18;Train;Sydney Trains;T1 - Northern Line;NC_RATE_TTL_95CI_LOWER_LMT;2.06;2.06%
2018;May-18;Train;Sydney Trains;T1 - Northern Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.37;1.37%
2018;May-18;Train;Sydney Trains;T1 - Northern Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.48;0.48%
2018;May-18;Train;Sydney Trains;T1 - Western Line;CMPLNCE_RATE_95CI_LOWER_LMT;94.3;94.30%
2018;May-18;Train;Sydney Trains;T1 - Western Line;NC_RATE_TTL_95CI_LOWER_LMT;2.75;2.75%
2018;May-18;Train;Sydney Trains;T1 - Western Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.44;1.44%
2018;May-18;Train;Sydney Trains;T1 - Western Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.82;0.82%
2018;May-18;Train;Sydney Trains;T1 - North Shore, Northern & Western Line;CMPLNCE_RATE_95CI_LOWER_LMT;95.57;95.57%
2018;May-18;Train;Sydney Trains;T1 - North Shore, Northern & Western Line;NC_RATE_TTL_95CI_LOWER_LMT;2.87;2.87%
2018;May-18;Train;Sydney Trains;T1 - North Shore, Northern & Western Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.85;1.85%
2018;May-18;Train;Sydney Trains;T1 - North Shore, Northern & Western Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.86;0.86%
2018;May-18;Train;Sydney Trains;T2 - Inner West Line;CMPLNCE_RATE_95CI_LOWER_LMT;94.98;94.98%
2018;May-18;Train;Sydney Trains;T2 - Inner West Line;NC_RATE_TTL_95CI_LOWER_LMT;2.66;2.66%
2018;May-18;Train;Sydney Trains;T2 - Inner West Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.78;1.78%
2018;May-18;Train;Sydney Trains;T2 - Inner West Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.47;0.47%
2018;May-18;Train;Sydney Trains;T2 - Leppington Line;CMPLNCE_RATE_95CI_LOWER_LMT;93.38;93.38%
2018;May-18;Train;Sydney Trains;T2 - Leppington Line;NC_RATE_TTL_95CI_LOWER_LMT;3.66;3.66%
2018;May-18;Train;Sydney Trains;T2 - Leppington Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;2.47;2.47%
2018;May-18;Train;Sydney Trains;T2 - Leppington Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.64;0.64%
2018;May-18;Train;Sydney Trains;T2 - Inner West & Leppington Line;CMPLNCE_RATE_95CI_LOWER_LMT;94.4;94.40%
2018;May-18;Train;Sydney Trains;T2 - Inner West & Leppington Line;NC_RATE_TTL_95CI_LOWER_LMT;3.61;3.61%
2018;May-18;Train;Sydney Trains;T2 - Inner West & Leppington Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;2.52;2.52%
2018;May-18;Train;Sydney Trains;T2 - Inner West & Leppington Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.72;0.72%
2018;May-18;Train;Sydney Trains;T3 - Bankstown Line;CMPLNCE_RATE_95CI_LOWER_LMT;96.26;96.26%
2018;May-18;Train;Sydney Trains;T3 - Bankstown Line;NC_RATE_TTL_95CI_LOWER_LMT;1.52;1.52%
2018;May-18;Train;Sydney Trains;T3 - Bankstown Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.19;1.19%
2018;May-18;Train;Sydney Trains;T3 - Bankstown Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.2;0.20%
2018;May-18;Train;Sydney Trains;T4 - Eastern Suburbs & Illawarra Line;CMPLNCE_RATE_95CI_LOWER_LMT;96.32;96.32%
2018;May-18;Train;Sydney Trains;T4 - Eastern Suburbs & Illawarra Line;NC_RATE_TTL_95CI_LOWER_LMT;2.16;2.16%
2018;May-18;Train;Sydney Trains;T4 - Eastern Suburbs & Illawarra Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.45;1.45%
2018;May-18;Train;Sydney Trains;T4 - Eastern Suburbs & Illawarra Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.48;0.48%
2018;May-18;Train;Sydney Trains;T5 - Cumberland Line;CMPLNCE_RATE_95CI_LOWER_LMT;89.84;89.84%
2018;May-18;Train;Sydney Trains;T5 - Cumberland Line;NC_RATE_TTL_95CI_LOWER_LMT;5.1;5.10%
2018;May-18;Train;Sydney Trains;T5 - Cumberland Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;3.34;3.34%
2018;May-18;Train;Sydney Trains;T5 - Cumberland Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.68;0.68%
2018;May-18;Train;Sydney Trains;T6 - Carlingford Line;CMPLNCE_RATE_95CI_LOWER_LMT;85.72;85.72%
2018;May-18;Train;Sydney Trains;T6 - Carlingford Line;NC_RATE_TTL_95CI_LOWER_LMT;8.55;8.55%
2018;May-18;Train;Sydney Trains;T6 - Carlingford Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;7.09;7.09%
2018;May-18;Train;Sydney Trains;T6 - Carlingford Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.89;0.89%
2018;May-18;Train;Sydney Trains;T7 - Olympic Park Line;CMPLNCE_RATE_95CI_LOWER_LMT;93.45;93.45%
2018;May-18;Train;Sydney Trains;T7 - Olympic Park Line;NC_RATE_TTL_95CI_LOWER_LMT;3.63;3.63%
2018;May-18;Train;Sydney Trains;T7 - Olympic Park Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;3.03;3.03%
2018;May-18;Train;Sydney Trains;T7 - Olympic Park Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.19;0.19%
2018;May-18;Train;Sydney Trains;T8 - Airport & South Line;CMPLNCE_RATE_95CI_LOWER_LMT;95.23;95.23%
2018;May-18;Train;Sydney Trains;T8 - Airport & South Line;NC_RATE_TTL_95CI_LOWER_LMT;2.82;2.82%
2018;May-18;Train;Sydney Trains;T8 - Airport & South Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.99;1.99%
2018;May-18;Train;Sydney Trains;T8 - Airport & South Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.52;0.52%
2018;May-18;Train;NSW TrainLink - Intercity;T - Blue Mountains Line;CMPLNCE_RATE_95CI_LOWER_LMT;92.28;92.28%
2018;May-18;Train;NSW TrainLink - Intercity;T - Blue Mountains Line;NC_RATE_TTL_95CI_LOWER_LMT;4.2;4.20%
2018;May-18;Train;NSW TrainLink - Intercity;T - Blue Mountains Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;3.41;3.41%
2018;May-18;Train;NSW TrainLink - Intercity;T - Blue Mountains Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.32;0.32%
2018;May-18;Train;NSW TrainLink - Intercity;T - Central Coast & Newcastle Line;CMPLNCE_RATE_95CI_LOWER_LMT;88.37;88.37%
2018;May-18;Train;NSW TrainLink - Intercity;T - Central Coast & Newcastle Line;NC_RATE_TTL_95CI_LOWER_LMT;5.83;5.83%
2018;May-18;Train;NSW TrainLink - Intercity;T - Central Coast & Newcastle Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;4.61;4.61%
2018;May-18;Train;NSW TrainLink - Intercity;T - Central Coast & Newcastle Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.88;0.88%
2018;May-18;Train;NSW TrainLink - Intercity;T - Hunter Line;CMPLNCE_RATE_95CI_LOWER_LMT;82.36;82.36%
2018;May-18;Train;NSW TrainLink - Intercity;T - Hunter Line;NC_RATE_TTL_95CI_LOWER_LMT;10.65;10.65%
2018;May-18;Train;NSW TrainLink - Intercity;T - Hunter Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;8.82;8.82%
2018;May-18;Train;NSW TrainLink - Intercity;T - Hunter Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.91;0.91%
2018;May-18;Train;NSW TrainLink - Intercity;T - South Coast Line;CMPLNCE_RATE_95CI_LOWER_LMT;92.36;92.36%
2018;May-18;Train;NSW TrainLink - Intercity;T - South Coast Line;NC_RATE_TTL_95CI_LOWER_LMT;4.03;4.03%
2018;May-18;Train;NSW TrainLink - Intercity;T - South Coast Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;3.28;3.28%
2018;May-18;Train;NSW TrainLink - Intercity;T - South Coast Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.37;0.37%
2018;May-18;Train;NSW TrainLink - Intercity;T - Southern Highlands Line;CMPLNCE_RATE_95CI_LOWER_LMT;87.08;87.08%
2018;May-18;Train;NSW TrainLink - Intercity;T - Southern Highlands Line;NC_RATE_TTL_95CI_LOWER_LMT;8.83;8.83%
2018;May-18;Train;NSW TrainLink - Intercity;T - Southern Highlands Line;NC_RATE_NO_TCKT_95CI_LOWER_LMT;6.61;6.61%
2018;May-18;Train;NSW TrainLink - Intercity;T - Southern Highlands Line;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;1.29;1.29%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC001;CMPLNCE_RATE_95CI_LOWER_LMT;76.88;76.88%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC001;NC_RATE_TTL_95CI_LOWER_LMT;14.39;14.39%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC001;NC_RATE_NO_TCKT_95CI_LOWER_LMT;11.82;11.82%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC001;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;1.63;1.63%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC002;CMPLNCE_RATE_95CI_LOWER_LMT;90.23;90.23%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC002;NC_RATE_TTL_95CI_LOWER_LMT;5.96;5.96%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC002;NC_RATE_NO_TCKT_95CI_LOWER_LMT;2.31;2.31%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC002;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;2.65;2.65%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC003;CMPLNCE_RATE_95CI_LOWER_LMT;94.02;94.02%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC003;NC_RATE_TTL_95CI_LOWER_LMT;3.09;3.09%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC003;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.7;1.70%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC003;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.96;0.96%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC004;CMPLNCE_RATE_95CI_LOWER_LMT;93.48;93.48%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC004;NC_RATE_TTL_95CI_LOWER_LMT;2.71;2.71%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC004;NC_RATE_NO_TCKT_95CI_LOWER_LMT;1.38;1.38%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC004;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.73;0.73%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC005;CMPLNCE_RATE_95CI_LOWER_LMT;89.42;89.42%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC005;NC_RATE_TTL_95CI_LOWER_LMT;6.07;6.07%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC005;NC_RATE_NO_TCKT_95CI_LOWER_LMT;5.26;5.26%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC005;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.42;0.42%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC006;CMPLNCE_RATE_95CI_LOWER_LMT;92.43;92.43%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC006;NC_RATE_TTL_95CI_LOWER_LMT;4.01;4.01%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC006;NC_RATE_NO_TCKT_95CI_LOWER_LMT;2.43;2.43%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC006;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;1.15;1.15%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC007;CMPLNCE_RATE_95CI_LOWER_LMT;91.96;91.96%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC007;NC_RATE_TTL_95CI_LOWER_LMT;4.02;4.02%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC007;NC_RATE_NO_TCKT_95CI_LOWER_LMT;3.11;3.11%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC007;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.49;0.49%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC008;CMPLNCE_RATE_95CI_LOWER_LMT;93.62;93.62%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC008;NC_RATE_TTL_95CI_LOWER_LMT;3.47;3.47%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC008;NC_RATE_NO_TCKT_95CI_LOWER_LMT;2.72;2.72%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC008;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.38;0.38%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC009;CMPLNCE_RATE_95CI_LOWER_LMT;92.59;92.59%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC009;NC_RATE_TTL_95CI_LOWER_LMT;4.05;4.05%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC009;NC_RATE_NO_TCKT_95CI_LOWER_LMT;3.03;3.03%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC009;NC_RATE_CNCSSN_MISUSE_95CI_LOWER_LMT;0.53;0.53%
2018;May-18;Bus;Sydney Metropolitan Buses;SMBSC010;CMPLNCE_RATE_95CI_LOWER_LMT;90.5;90.50%
